,orthography,phonology,Class,gender,gender_numeric
7576,Biotyp,biotyp,N,m.,1.0
7577,bipolar,bipolar,A,,
7578,Biquadrat,bikv&drat,N,o.,3.0
7579,Birett,birEt,N,o.,3.0
7580,Birke,bIrk@,N,v.,2.0
7581,Birnbaum,bIrnbBm,N,m.,1.0
7582,Birne,bIrn@,N,v.,2.0
7583,birnenfoermig,bIrn@nf/rmIx,A,,
7584,bis,bIs,PREP,,
7585,bis,bIs,C,,
7586,bis,bIs,ADV,,
7587,Bisam,bizam,N,m.,1.0
7588,Bisamratte,biz&mr&t@,N,v.,2.0
7589,bischen,bIS@n,V,,
7590,Bischof,bISOf,N,m.,1.0
7591,bischoeflich,bIS/flIx,A,,
7592,Bise,biz@,N,v.,2.0
7593,bisexuell,bizEksuEl,A,,
7594,bisher,bIsher,ADV,,
7595,bisherig,bIsherIx,A,,
7596,Biskotte,bIskOt@,N,v.,2.0
7597,Biskuit,bIskvit,N,o.,3.0
7598,bislang,bIsl&N,ADV,,
7599,Bismarckhering,bIsm&rkherIN,N,m.,1.0
7600,Bismut,bIsmut,N,o.,3.0
7601,Bison,bizOn,N,m.,1.0
7602,Biss,bIs,N,m.,1.0
7603,bisschen,bIsx@n,PRON,,
7604,Bisschen,bIsx@n,N,o.,3.0
7605,Bissen,bIs@n,N,m.,1.0
7606,Bistum,bIstum,N,o.,3.0
7607,bisweilen,bIsvWl@n,ADV,,
7608,Biswind,bisvInt,N,m.,1.0
7609,Bit,bIt,N,o.,3.0
7610,bitten,bIt@n,V,,
7611,Bittag,bIttak,N,m.,1.0
7612,Bitte,bIt@,N,v.,2.0
7613,bitter,bIt@r,A,,
7614,bitterboese,bIt@rb|z@,A,,
7615,bitterernst,bIt@rErnst,A,,
7616,bitterkalt,bIt@rk<,A,,
7617,Bitterkeit,bIt@rkWt,N,v.,2.0
7618,bitterlich,bIt@rlIx,A,,
7619,Bitternis,bIt@rnIs,N,v.,2.0
7620,Bittgang,bItg&N,N,m.,1.0
7621,Bittsteller,bItStEl@r,N,m.,1.0
7622,Bitumen,bitum@n,N,o.,3.0
7623,bituminieren,bituminir@n,V,,
7624,bitzeln,bI=@ln,V,,
7625,bivalent,biv&lEnt,A,,
7626,Biwak,biv&k,N,o.,3.0
7627,biwakieren,biv&kir@n,V,,
7628,bizarr,bi=&r,A,,
7629,Blackout,blEkBt,N,o.,3.0
7630,blaffen,bl&f@n,V,,
7631,blaeffen,blEf@n,V,,
7632,blaehen,bl)@n,V,,
7633,Blahe,bla@,N,v.,2.0
7634,Blamage,bl&maZ@,N,v.,2.0
7635,blamieren,bl&mir@n,V,,
7636,blanchieren,blqSir@n,V,,
7637,blank,bl&Nk,A,,
7638,Blankett,bl&NkEt,N,o.,3.0
7639,blanko,bl&Nko,ADV,,
7640,Blankoscheck,bl&NkoSEk,N,m.,1.0
7641,blasen,blaz@n,V,,
7642,Blaeschen,bl)sx@n,N,o.,3.0
7643,Blase,blaz@,N,v.,2.0
7644,Blasebalg,blaz@b&lk,N,m.,1.0
7645,Blasenkatarrh,blaz@nk&t&r,N,m.,1.0
7646,blasenziehend,blaz@n=i@nt,A,,
7647,Blaeser,bl)z@r,N,m.,1.0
7648,Blaserei,blaz@rW,N,v.,2.0
7649,Blaeserei,bl)z@rW,N,v.,2.0
7650,blasiert,bl&zirt,A,,
7651,Blasiertheit,bl&zirthWt,N,v.,2.0
7652,Blasinstrument,blasInstrumEnt,N,o.,3.0
7653,blasonieren,bl&zonir@n,V,,
7654,Blasphemie,bl&sfemi,N,v.,2.0
7655,blasphemieren,bl&sfemir@n,V,,
7656,Blasrohr,blasror,N,o.,3.0
7657,blassen,bl&s@n,V,,
7658,blass,bl&s,A,,
7659,Blaesse,blEs@,N,v.,2.0
7660,blaesslich,blEslIx,A,,
7661,Blastogenese,bl&stogenez@,N,v.,2.0
7662,Blastom,bl&stom,N,o.,3.0
7663,blatten,bl&t@n,V,,
7664,Blatt,bl&t,N,o.,3.0
7665,blaettern,blEt@rn,V,,
7666,blaetterig,blEt@rIx,A,,
7667,Blatternarbe,bl&t@rn&rb@,N,v.,2.0
7668,Blaetterteig,blEt@rtWk,N,m.,1.0
7669,Blaetterwerk,blEt@rvErk,N,o.,3.0
7670,Blattgruen,bl&tgryn,N,o.,3.0
7671,blattweise,bl&tvWz@,ADV,,
7672,Blattwerk,bl&tvErk,N,o.,3.0
7673,blau,blB,A,,
7674,blauen,blB@n,V,,
7675,blaeuen,blX@n,V,,
7676,Blau,blB,N,o.,3.0
7677,blauaeugig,blBXgIx,A,,
7678,Blaubart,blBbart,N,m.,1.0
7679,Blaubeere,blBber@,N,v.,2.0
7680,blaubluetig,blBblytIx,A,,
7681,Blaeue,blX@,N,v.,2.0
7682,Blaufuchs,blBfUks,N,m.,1.0
7683,Blaukraut,blBkrBt,N,o.,3.0
7684,blaeulich,blXlIx,A,,
7685,Blaulicht,blBlIxt,N,o.,3.0
7686,blaumachen,blBm&x@n,V,,
7687,Blaumeise,blBmWz@,N,v.,2.0
7688,blaurot,blBrot,A,,
7689,Blauschimmel,blBSIm@l,N,m.,1.0
7690,Blaustich,blBStIx,N,m.,1.0
7691,blaustichig,blBStIxIx,A,,
7692,Blaustrumpf,blBStrUm+,N,m.,1.0
7693,Blazer,blez@r,N,m.,1.0
7694,blechen,blEx@n,V,,
7695,Blech,blEx,N,o.,3.0
7696,Blechblasinstrument,blExblasInstrumEnt,N,o.,3.0
7697,Blechbuechse,blExbYks@,N,v.,2.0
7698,Blechdose,blExdoz@,N,v.,2.0
7699,blechern,blEx@rn,A,,
7700,Blechmusik,blExmuzik,N,v.,2.0
7701,blecken,blEk@n,V,,
7702,Blei,blW,N,m.,1.0
7703,Blei,blW,N,o.,3.0
7704,bleiben,blWb@n,V,,
7705,Bleibe,blWb@,N,v.,2.0
7706,bleichen,blWx@n,V,,
7707,bleich,blWx,A,,
7708,Bleiche,blWx@,N,v.,2.0
7709,Bleichgesicht,blWxg@zIxt,N,o.,3.0
7710,Bleichsucht,blWxzUxt,N,v.,2.0
7711,bleichsuechtig,blWxzYxtIx,A,,
7712,bleiern,blW@rn,A,,
7713,bleifarben,blWf&rb@n,A,,
7714,Bleigiessen,blWgis@n,N,o.,3.0
7715,bleihaltig,blWh<Ix,A,,
7716,Bleistift,blWStIft,N,m.,1.0
7717,blenden,blEnd@n,V,,
7718,Blende,blEnd@,N,v.,2.0
7719,blendend,blEnd@nt,A,,
7720,blendfrei,blEntfrW,A,,
7721,Blendrahmen,blEntram@n,N,m.,1.0
7722,Blendschutz,blEntSU=,N,m.,1.0
7723,Blendwerk,blEntvErk,N,o.,3.0
7724,Blesse,blEs@,N,v.,2.0
7725,Blesshuhn,blEshun,N,o.,3.0
7726,blessieren,blEsir@n,V,,
7727,Blessur,blEsur,N,v.,2.0
7728,bleu,bl|,A,,
7729,bleuen,blX@n,V,,
7730,Bleu,bl|,N,o.,3.0
7731,Bleuel,blX@l,N,m.,1.0
7732,blicken,blIk@n,V,,
7733,Blick,blIk,N,m.,1.0
7734,Blickfang,blIkf&N,N,m.,1.0
7735,Blickfeld,blIkfElt,N,o.,3.0
7736,Blickpunkt,blIkpUNkt,N,m.,1.0
7737,Blickrichtung,blIkrIxtUN,N,v.,2.0
7738,blind,blInt,A,,
7739,Blinddarm,blIntd&rm,N,m.,1.0
7740,Blinddarmentzuendung,blIntd&rmEnt=YndUN,N,v.,2.0
7741,Blindenschrift,blInd@nSrIft,N,v.,2.0
7742,blindfliegen,blIntflig@n,V,,
7743,Blindgaenger,blIntgEN@r,N,m.,1.0
7744,Blindheit,blInthWt,N,v.,2.0
7745,blindlings,blIntlINs,ADV,,
7746,Blindschleiche,blIntSlWx@,N,v.,2.0
7747,blindschreiben,blIntSrWb@n,V,,
7748,blindspielen,blIntSpil@n,V,,
7749,blindwuetig,blIntvytIx,A,,
7750,blinken,blINk@n,V,,
7751,blinkern,blINk@rn,V,,
7752,Blinkfeuer,blINkfX@r,N,o.,3.0
7753,blinzeln,blIn=@ln,V,,
7754,blitzen,blI=@n,V,,
7755,Blitz,blI=,N,m.,1.0
7756,blitzartig,blI=artIx,A,,
7757,Blitzkrieg,blI=krik,N,m.,1.0
7758,Blitzlicht,blI=lIxt,N,o.,3.0
7759,Blitzlichtaufnahme,blI=lIxtBfnam@,N,v.,2.0
7760,Blitzschlag,blI=Slak,N,m.,1.0
7761,Blizzard,blIz@rt,N,m.,1.0
7762,blochen,blOx@n,V,,
7763,Bloch,blOx,N,m.,13.0
7764,Blocher,blOx@r,N,m.,1.0
7765,blocken,blOk@n,V,,
7766,Block,blOk,N,m.,1.0
7767,Block,blOk,N,m.,1.0
7768,Blockade,blOkad@,N,v.,2.0
7769,Blockbuch,blOkbux,N,o.,3.0
7770,Blockfloete,blOkfl|t@,N,v.,2.0
7771,blockfrei,blOkfrW,A,,
7772,blockieren,blOkir@n,V,,
7773,Blockierung,blOkirUN,N,v.,2.0
7774,blockig,blOkIx,A,,
7775,Blocksberg,blOksbErk,N,m.,1.0
7776,bloed,bl|t,A,,
7777,bloede,bl|d@,A,,
7778,bloedeln,bl|d@ln,V,,
7779,Bloedelei,bl|d@lW,N,v.,2.0
7780,Bloedheit,bl|thWt,N,v.,2.0
7781,Bloedigkeit,bl|dIxkWt,N,v.,2.0
7782,Bloedling,bl|tlIN,N,m.,1.0
7783,Bloedsinn,bl|tzIn,N,m.,1.0
7784,bloedsinnig,bl|tzInIx,A,,
7785,bloeken,bl|k@n,V,,
7786,blond,blOnt,A,,
7787,Blonde,blOnd@,N,v.,2.0
7788,blondgelockt,blOntg@lOkt,A,,
7789,Blondhaar,blOnthar,N,o.,3.0
7790,blondieren,blOndir@n,V,,
7791,Blondine,blOndin@,N,v.,2.0
7792,Blondkopf,blOntkO+,N,m.,1.0
7793,blondlockig,blOntlOkIx,A,,
7794,bloss,blos,A,,
7795,bloss,blos,ADV,,
7796,Bloesse,bl|s@,N,v.,2.0
7797,blossfuessig,blosfysIx,A,,
7798,blossstellen,blosStEl@n,V,,
7799,blubbern,blUb@rn,V,,
7800,Blues,blus,N,m.,1.0
7801,Bluff,blUf,N,m.,1.0
7802,bluffen,blUf@n,V,,
7803,bluehen,bly@n,V,,
7804,Bluemchen,blymx@n,N,o.,3.0
7805,Blume,blum@,N,v.,2.0
7806,Blumenbeet,blum@nbet,N,o.,3.0
7807,Blumenkohl,blum@nkol,N,m.,1.0
7808,Blumenstrauss,blum@nStrBs,N,m.,1.0
7809,bluemerant,blym@r&nt,A,,
7810,blumig,blumIx,A,,
7811,Bluemlein,blymlWn,N,o.,3.0
7812,Blueschen,blysx@n,N,o.,3.0
7813,Bluse,bluz@,N,v.,2.0
7814,blusig,bluzIx,A,,
7815,Blust,blust,N,m.,1.0
7816,bluten,blut@n,V,,
7817,Blut,blut,N,o.,3.0
7818,Blutader,blutad@r,N,v.,2.0
7819,blutarm,blut&rm,A,,
7820,blutarm,blut&rm,A,,
7821,Blutarmut,blut&rmut,N,v.,2.0
7822,Blutbahn,blutban,N,v.,2.0
7823,blutbeschmiert,blutb@Smirt,A,,
7824,Blutbild,blutbIlt,N,o.,3.0
7825,Blutbuche,blutbux@,N,v.,2.0
7826,Blutdruck,blutdrUk,N,m.,1.0
7827,blutduerstig,blutdUrstIx,A,,
7828,Bluete,blyt@,N,v.,2.0
7829,Blutegel,bluteg@l,N,m.,1.0
7830,Bluetenhonig,blyt@nhonIx,N,m.,1.0
7831,Bluetenstand,blyt@nSt&nt,N,m.,1.0
7832,Bluetenstaub,blyt@nStBp,N,m.,1.0
7833,bluetenweiss,blyt@nvWs,A,,
7834,Bluter,blut@r,N,m.,1.0
7835,Bluterguss,blutErgUs,N,m.,1.0
7836,Bluterkrankheit,blut@rkr&NkhWt,N,v.,2.0
7837,Bluetezeit,blyt@=Wt,N,v.,2.0
7838,Blutfarbstoff,blutf&rpStOf,N,m.,1.0
7839,Blutgefaess,blutg@f)s,N,o.,3.0
7840,Blutgerinnsel,blutg@rInz@l,N,o.,3.0
7841,Blutgruppe,blutgrUp@,N,v.,2.0
7842,Bluthund,bluthUnt,N,m.,1.0
7843,blutig,blutIx,A,,
7844,blutjung,blutjUN,A,,
7845,Blutkonserve,blutkOnzErv@,N,v.,2.0
7846,Blutkoerperchen,blutk/rp@rx@n,N,o.,3.0
7847,Blutkreislauf,blutkrWslBf,N,m.,1.0
7848,blutleer,blutler,A,,
7849,blutmaessig,blutm)sIx,ADV,,
7850,Blutpfropf,blut+rO+,N,m.,1.0
7851,Blutplasma,blutpl&sma,N,o.,3.0
7852,Blutprobe,blutprob@,N,v.,2.0
7853,blutreinigend,blutrWnIg@nt,A,,
7854,Blutschande,blutS&nd@,N,v.,2.0
7855,blutschaenderisch,blutSEnd@rIS,A,,
7856,Blutsenkung,blutzENkUN,N,v.,2.0
7857,Blutspender,blutSpEnd@r,N,m.,1.0
7858,blutstillend,blutStIl@nt,A,,
7859,Blutsturz,blutStUr=,N,m.,1.0
7860,blutsverwandt,blu=fErv&nt,A,,
7861,Blutsverwandte,blu=fErv&nt@,N,v.,21.0
7862,Bluttat,bluttat,N,v.,2.0
7863,bluttriefend,bluttrif@nt,A,,
7864,Blutung,blutUN,N,v.,2.0
7865,blutunterlaufen,blutUnt@rlBf@n,A,,
7866,Blutverlust,blutfErlUst,N,m.,1.0
7867,Blutwurst,blutvUrst,N,v.,2.0
7868,Blutzucker,blut=Uk@r,N,m.,1.0
7869,Blutzufuhr,blut=ufur,N,v.,2.0
7870,Boa,boa,N,v.,2.0
7871,Bob,bOp,N,m.,1.0
7872,Bobine,bobin@,N,v.,2.0
7873,Boche,bOS,N,m.,1.0
7874,Bock,bOk,N,o.,3.0
7875,Bock,bOk,N,m.,1.0
7876,Bockbier,bOkbir,N,o.,3.0
7877,Boeckchen,b/kx@n,N,o.,3.0
7878,bockig,bOkIx,A,,
7879,Bockshorn,bOkshOrn,N,o.,3.0
7880,Bockspringen,bOkSprIN@n,N,o.,3.0
7881,Bockwurst,bOkvUrst,N,v.,2.0
7882,Bodega,bodega,N,v.,2.0
7883,Boden,bod@n,N,m.,1.0
7884,Bodenbearbeitung,bod@nb@&rbWtUN,N,v.,2.0
7885,Bodenfreiheit,bod@nfrWhWt,N,v.,2.0
7886,Bodenfrost,bod@nfrOst,N,m.,1.0
7887,bodenlos,bod@nlos,A,,
7888,Bodennebel,bod@nneb@l,N,m.,1.0
7889,Bodenpersonal,bod@npErzonal,N,o.,3.0
7890,Bodenreform,bod@nrefOrm,N,v.,2.0
7891,Bodensee,bod@nze,N,m.,1.0
7892,Bodenspekulation,bod@nSpekul&=ion,N,v.,2.0
7893,bodmen,botm@n,V,,
7894,Bodmerei,bodm@rW,N,v.,2.0
7895,Bodybuilding,bOdibIldIN,N,o.,3.0
7896,Boee,b|@,N,v.,2.0
7897,Bogen,bog@n,N,m.,1.0
7898,Bogenfuehrung,bog@nfyrUN,N,v.,2.0
7899,Bogenlampe,bog@nl&mp@,N,v.,2.0
7900,Bogenschiessen,bog@nSis@n,N,o.,3.0
7901,Bogenschuetze,bog@nSY=@,N,m.,1.0
7902,bogig,bogIx,A,,
7903,Boheme,boem,N,v.,2.0
7904,Bohle,bol@,N,v.,2.0
7905,Boehme,b|m@,N,m.,1.0
7906,boehmisch,b|mIS,A,,
7907,bohnen,bon@n,V,,
7908,Bohne,bon@,N,v.,2.0
7909,Bohnenkaffee,bon@nk&fe,N,m.,1.0
7910,Bohnenstange,bon@nSt&N@,N,v.,2.0
7911,bohnern,bon@rn,V,,
7912,Bohner,bon@r,N,m.,1.0
7913,Bohnerwachs,bon@rv&ks,N,o.,3.0
7914,bohren,bor@n,V,,
7915,Bohrer,bor@r,N,m.,1.0
7916,Bohrung,borUN,N,v.,2.0
7917,boeig,b|Ix,A,,
7918,Boiler,bXl@r,N,m.,1.0
7919,Boje,boj@,N,v.,2.0
7920,Bolero,bolero,N,m.,1.0
7921,boelken,b/lk@n,V,,
7922,Bolle,bOl@,N,v.,2.0
7923,boellern,b/l@rn,V,,
7924,Boeller,b/l@r,N,m.,1.0
7925,Bollwerk,bOlvErk,N,o.,3.0
7926,Bolschewik,bOlSevIk,N,m.,1.0
7927,Bolzen,bOl=@n,N,m.,1.0
7928,bolzgerade,bOl=g@rad@,A,,
7929,bomben,bOmb@n,V,,
7930,Bombage,bOmbaZ@,N,v.,2.0
7931,Bombardement,bOmb&rd@mq,N,o.,3.0
7932,bombardieren,bOmb&rdir@n,V,,
7933,Bombardierung,bOmb&rdirUN,N,v.,2.0
7934,Bombast,bOmb&st,N,m.,1.0
7935,bombastisch,bOmb&stIS,A,,
7936,Bombe,bOmb@,N,v.,2.0
7937,Bombenangriff,bOmb@n&ngrIf,N,m.,1.0
7938,bombenfest,bOmb@nfEst,A,,
7939,Bombenflugzeug,bOmb@nfluk=Xk,N,o.,3.0
7940,Bombengeschaeft,bOmb@ng@SEft,N,o.,3.0
7941,bombensicher,bOmb@nzIx@r,A,,
7942,Bombenstimmung,bOmb@nStImUN,N,v.,2.0
7943,Bomber,bOmb@r,N,m.,1.0
7944,bombieren,bOmbir@n,V,,
7945,bombig,bOmbIx,A,,
7946,Bon,bON,N,m.,1.0
7947,Bonbon,bONbON,N,m.,13.0
7948,bongen,bON@n,V,,
7949,Bonn,bOn,N,o.,3.0
7950,Bonne,bOn@,N,v.,2.0
7951,Bonus,bonUs,N,m.,1.0
7952,Bonze,bOn=@,N,m.,1.0
7953,Boom,bum,N,m.,1.0
7954,Boot,bot,N,o.,3.0
7955,Bootsbau,bo=bB,N,m.,1.0
7956,Bootshaken,bo=hak@n,N,m.,1.0
7957,Bor,bor,N,o.,3.0
7958,Borat,borat,N,o.,3.0
7959,Borax,bor&ks,N,m.,1.0
7960,Bord,bOrt,N,m.,1.0
7961,Bord,bOrt,N,o.,3.0
7962,Bordeaux,bOrdo,N,m.,1.0
7963,boerdeln,b/rd@ln,V,,
7964,Bordell,bOrdEl,N,o.,3.0
7965,Bordfunker,bOrtfUNk@r,N,m.,1.0
7966,bordieren,bOrdir@n,V,,
7967,Borduere,bOrdyr@,N,v.,2.0
7968,Bordzeitung,bOrt=WtUN,N,v.,2.0
7969,boreal,boreal,A,,
7970,Boreas,bore&s,N,m.,1.0
7971,borgen,bOrg@n,V,,
7972,Borg,bOrk,N,m.,1.0
7973,borgweise,bOrkvWz@,ADV,,
7974,Borke,bOrk@,N,v.,2.0
7975,borniert,bOrnirt,A,,
7976,Borretsch,bOrEJ,N,m.,1.0
7977,Borsalbe,borz&lb@,N,v.,2.0
7978,Borsaeure,borzXr@,N,v.,2.0
7979,Boerse,b/rz@,N,v.,2.0
7980,Boersenbericht,b/rz@nb@rIxt,N,m.,1.0
7981,Boersenkrach,b/rz@nkr&x,N,m.,1.0
7982,Boersenkurs,b/rz@nkUrs,N,m.,1.0
7983,Boersenmakler,b/rz@nmakl@r,N,m.,1.0
7984,Boersenspekulation,b/rz@nSpekul&=ion,N,v.,2.0
7985,Boersianer,b/rzian@r,N,m.,1.0
7986,Borste,bOrst@,N,v.,2.0
7987,Borstenvieh,bOrst@nfi,N,o.,3.0
7988,borstig,bOrstIx,A,,
7989,Borstigkeit,bOrstIxkWt,N,v.,2.0
7990,Borte,bOrt@,N,v.,2.0
7991,Borusse,borUs@,N,m.,1.0
7992,Borwasser,borv&s@r,N,o.,3.0
7993,boes,b|s,A,,
7994,boesartig,b|sartIx,A,,
7995,Boesartigkeit,b|sartIxkWt,N,v.,2.0
7996,Boeschung,b/SUN,N,v.,2.0
7997,boese,b|z@,A,,
7998,Boesewicht,b|z@vIxt,N,m.,1.0
7999,boshaft,bosh&ft,A,,
8000,Boshaftigkeit,bosh&ftIxkWt,N,v.,2.0
8001,Bosniake,bOsniak@,N,m.,1.0
8002,Bosporus,bOsporUs,N,m.,1.0
8003,Boss,bOs,N,m.,1.0
8004,bosseln,bOs@ln,V,,
8005,bosselieren,bOs@lir@n,V,,
8006,bossieren,bOsir@n,V,,
8007,Bossiereisen,bOsirWz@n,N,o.,3.0
8008,Bossierer,bOsir@r,N,m.,1.0
8009,boeswillig,b|svIlIx,A,,
8010,Bot,bOt,N,o.,3.0
8011,Botanik,botanIk,N,v.,2.0
8012,Botaniker,botanik@r,N,m.,1.0
8013,botanisieren,bot&nizir@n,V,,
8014,Boetchen,b/tx@n,N,o.,3.0
8015,Bote,bot@,N,m.,1.0
8016,Botengang,bot@ng&N,N,m.,1.0
8017,Botin,botIn,N,v.,2.0
8018,botmaessig,bOtm)sIx,A,,
8019,Botschaft,botS&ft,N,v.,2.0
8020,Boettcher,b/tx@r,N,m.,1.0
8021,Boettcherei,b/tx@rW,N,v.,2.0
8022,Bottich,bOtIx,N,m.,1.0
8023,Botulismus,botulIsmUs,N,m.,1.0
8024,Boudoir,budoar,N,o.,3.0
8025,Bouillon,bUljON,N,v.,2.0
8026,Boulevard,bul@var,N,m.,1.0
8027,Bouquet,buke,N,o.,3.0
8028,bourgeois,bUrZo&,A,,
8029,Bourgeois,bUrZo&,N,m.,1.0
8030,Bourgeoisie,bUrZo&zi,N,v.,2.0
8031,Boutique,butik,N,v.,2.0
8032,Bouton,but~,N,m.,1.0
8033,bowlen,bol@n,V,,
8034,Bowle,bol@,N,v.,2.0
8035,boxen,bOks@n,V,,
8036,Box,bOks,N,v.,2.0
8037,Boxer,bOks@r,N,m.,1.0
8038,boxerisch,bOks@rIS,A,,
8039,Boxkampf,bOksk&m+,N,m.,1.0
8040,Boxring,bOksrIN,N,m.,1.0
8041,Boy,bX,N,m.,1.0
8042,Boykott,bXkOt,N,m.,1.0
8043,boykottieren,bXkOtir@n,V,,
8044,brabbeln,br&b@ln,V,,
8045,brach,brax,A,,
8046,Brache,brax@,N,v.,2.0
8047,Brachfeld,braxfElt,N,o.,3.0
8048,brachial,br&xial,A,,
8049,brachlegen,braxleg@n,V,,
8050,brachliegen,braxlig@n,V,,
8051,Brachmonat,braxmonat,N,m.,1.0
8052,Brachse,br&ks@,N,v.,2.0
8053,Brachvogel,braxfog@l,N,m.,1.0
8054,Brack,br&k,N,o.,3.0
8055,Bracke,br&k@,N,m.,1.0
8056,brackig,br&kIx,A,,
8057,brackisch,br&kIS,A,,
8058,Brackwasser,br&kv&s@r,N,o.,3.0
8059,Braegen,br)g@n,N,m.,1.0
8060,Brahma,brama,N,m.,1.0
8061,Bram,bram,N,v.,2.0
8062,bramarbasieren,br&m&rb&zir@n,V,,
8063,Braeme,br)m@,N,v.,2.0
8064,Bramme,br&m@,N,v.,2.0
8065,Bramsegel,bramzeg@l,N,o.,3.0
8066,bramsig,br&mzIx,A,,
8067,Branche,brqS@,N,v.,2.0
8068,branchenueblich,brqS@nyplIx,A,,
8069,Branchenverzeichnis,brqS@nfEr=WxnIs,N,o.,3.0
8070,Branchiat,br&nxiat,N,m.,1.0
8071,branden,br&nd@n,V,,
8072,Brand,br&nt,N,m.,1.0
8073,brandaktuell,br&nt&ktuEl,A,,
8074,Brandblase,br&ntblaz@,N,v.,2.0
8075,brandeilig,br&ntWlIx,A,,
8076,brandeln,br&nd@ln,V,,
8077,Brandherd,br&nthert,N,m.,1.0
8078,Brandsohle,br&ntzol@,N,v.,2.0
8079,Brandung,br&ndUN,N,v.,2.0
8080,Brandwunde,br&ntvUnd@,N,v.,2.0
8081,Branntwein,br&ntvWn,N,m.,1.0
8082,Branntweinsteuer,br&ntvWnStX@r,N,v.,2.0
8083,Brasil,br&zil,N,v.,2.0
8084,Brasil,br&zil,N,m.,1.0
8085,Brasilianer,br&zilian@r,N,m.,1.0
8086,brassen,br&s@n,V,,
8087,Brasse,br&s@,N,v.,2.0
8088,Brasselett,br&s@lEt,N,o.,3.0
8089,braten,brat@n,V,,
8090,Bratapfel,brat&+@l,N,m.,1.0
8091,braeteln,br)t@ln,V,,
8092,Braten,brat@n,N,m.,1.0
8093,Bratenduft,brat@ndUft,N,m.,1.0
8094,Brathering,bratherIN,N,m.,1.0
8095,Brathuhn,brathun,N,o.,3.0
8096,Bratpfanne,brat+&n@,N,v.,2.0
8097,Bratsche,bratS@,N,v.,2.0
8098,Bratschist,bratSIst,N,m.,1.0
8099,Bratspiess,bratSpis,N,m.,1.0
8100,Bratwurst,bratvUrst,N,v.,2.0
8101,brauen,brB@n,V,,
8102,Braeu,brX,N,o.,3.0
8103,brauchen,brBx@n,V,,
8104,Brauch,brBx,N,m.,1.0
8105,brauchbar,brBxbar,A,,
8106,Brauchtum,brBxtum,N,o.,3.0
8107,Braue,brB@,N,v.,2.0
8108,Brauerei,brB@rW,N,v.,2.0
8109,braun,brBn,A,,
8110,braeunen,brXn@n,V,,
8111,Braun,brBn,N,o.,3.0
8112,braunaeugig,brBnXgIx,A,,
8113,Braune,brBn@,N,o.,3.0
8114,Braune,brBn@,N,m.,1.0
8115,Braeune,brXn@,N,v.,2.0
8116,Braunelle,brBnEl@,N,v.,2.0
8117,Braunkohle,brBnkol@,N,v.,2.0
8118,Braunkohlenbergwerk,brBnkol@nbErkvErk,N,o.,3.0
8119,braeunlich,brXnlIx,A,,
8120,brausen,brBz@n,V,,
8121,Braus,brBs,N,m.,1.0
8122,Brause,brBz@,N,v.,2.0
8123,Brausebad,brBz@bat,N,o.,3.0
8124,brausekoepfig,brBz@k/+Ix,A,,
8125,Brauselimonade,brBz@limonad@,N,v.,2.0
8126,Brausepulver,brBz@pUlf@r,N,o.,3.0
8127,Braut,brBt,N,v.,2.0
8128,Braeutigam,brXtIg&m,N,m.,1.0
8129,Brautjungfer,brBtjUNf@r,N,v.,2.0
8130,Brautkleid,brBtklWt,N,o.,3.0
8131,Brautpaar,brBtpar,N,o.,3.0
8132,brav,braf,A,,
8133,bravo,bravo,I,,
8134,Bravour,br&vur,N,v.,2.0
8135,bravouroes,br&vur|s,A,,
8136,Bravourstueck,br&vurStYk,N,o.,3.0
8137,Break,brek,N,m.,13.0
8138,brechen,brEx@n,V,,
8139,brechbar,brExbar,A,,
8140,Brechbohne,brExbon@,N,v.,2.0
8141,Breche,brEx@,N,v.,2.0
8142,Brecheisen,brExWz@n,N,o.,3.0
8143,Brecher,brEx@r,N,m.,1.0
8144,Brechmittel,brExmIt@l,N,o.,3.0
8145,Brechstange,brExSt&N@,N,v.,2.0
8146,Brechung,brExUN,N,v.,2.0
8147,Brei,brW,N,m.,1.0
8148,breiig,brWIx,A,,
8149,breit,brWt,A,,
8150,breiten,brWt@n,V,,
8151,breitbeinig,brWtbWnIx,A,,
8152,Breite,brWt@,N,v.,2.0
8153,Breitengrad,brWt@ngrat,N,m.,1.0
8154,breitgefaechert,brWtg@fEx@rt,A,,
8155,Breitling,brWtlIN,N,m.,1.0
8156,breitmachen,brWtm&x@n,V,,
8157,breitschlagen,brWtSlag@n,V,,
8158,breitschultrig,brWtSUltrIx,A,,
8159,Breitseite,brWtzWt@,N,v.,2.0
8160,breitspurig,brWtSpurIx,A,,
8161,breittreten,brWttret@n,V,,
8162,Breitwand,brWtv&nt,N,v.,2.0
8163,Breitwandfilm,brWtv&ntfIlm,N,m.,1.0
8164,Breme,brem@,N,v.,2.0
8165,Bremen,brem@n,N,o.,3.0
8166,bremsen,brEmz@n,V,,
8167,Bremse,brEmz@,N,v.,2.0
8168,Bremsenstich,brEmz@nStIx,N,m.,1.0
8169,Bremsklotz,brEmsklO=,N,m.,1.0
8170,Bremslicht,brEmslIxt,N,o.,3.0
8171,Bremspedal,brEmspedal,N,o.,3.0
8172,Bremsspur,brEmsSpur,N,v.,2.0
8173,brennen,brEn@n,V,,
8174,brennbar,brEnbar,A,,
8175,Brenner,brEn@r,N,m.,1.0
8176,Brennerei,brEn@rW,N,v.,2.0
8177,Brennnessel,brEnnEs@l,N,v.,2.0
8178,Brennholz,brEnhOl=,N,o.,3.0
